,word,phones,phonetic_leaf
10584,richness,"['R', 'IH1', 'CH', 'N', 'AH0', 'S']",e
10585,rick,"['R', 'IH1', 'K']",b
10586,rico,"['R', 'IY1', 'K', 'OW0']",a
10587,rid,"['R', 'IH1', 'D']",b
10588,ride,"['R', 'AY1', 'D']",b
10589,rider,"['R', 'AY1', 'D', 'ER0']",a
10590,riders,"['R', 'AY1', 'D', 'ER0', 'Z']",e
10591,ridge,"['R', 'IH1', 'JH']",b
10592,ridges,"['R', 'IH1', 'JH', 'IH0', 'Z']",e
10593,ridicule,"['R', 'IH1', 'D', 'AH0', 'K', 'Y', 'UW2', 'L']",a
10594,ridiculed,"['R', 'IH1', 'D', 'AH0', 'K', 'Y', 'UW2', 'L', 'D']",d
10595,ridiculous,"['R', 'IH0', 'D', 'IH1', 'K', 'Y', 'AH0', 'L', 'AH0', 'S']",e
10596,riding,"['R', 'AY1', 'D', 'IH0', 'NG']",a
10597,ridings,"['R', 'AY1', 'D', 'IH0', 'NG', 'Z']",e
10598,riel,"['R', 'IY1', 'L']",g
10599,rife,"['R', 'AY1', 'F']",b
10600,riff,"['R', 'IH1', 'F']",b
10601,rifle,"['R', 'AY1', 'F', 'AH0', 'L']",a
10602,rifle's,"['R', 'AY1', 'F', 'AH0', 'L', 'Z']",e
10603,rifled,"['R', 'AY1', 'F', 'AH0', 'L', 'D']",d
10604,rifleman,"['R', 'AY1', 'F', 'AH0', 'L', 'M', 'AH0', 'N']",d
10605,riflemen,"['R', 'AY1', 'F', 'AH0', 'L', 'M', 'IH0', 'N']",d
10606,rifles,"['R', 'AY1', 'F', 'AH0', 'L', 'Z']",e
10607,rifling,"['R', 'AY1', 'F', 'L', 'IH0', 'NG']",a
10608,right,"['R', 'AY1', 'T']",b
10609,righteous,"['R', 'AY1', 'CH', 'AH0', 'S']",e
10610,rightful,"['R', 'AY1', 'T', 'F', 'AH0', 'L']",a
10611,rightly,"['R', 'AY1', 'T', 'L', 'IY0']",a
10612,rights,"['R', 'AY1', 'T', 'S']",e
10613,rigid,"['R', 'IH1', 'JH', 'IH0', 'D']",d
10614,rigid,"['R', 'IH1', 'JH', 'AH0', 'D']",d
10615,rigidly,"['R', 'IH1', 'JH', 'IH0', 'D', 'L', 'IY0']",a
10616,rigor,"['R', 'IH1', 'G', 'ER0']",a
10617,rigorous,"['R', 'IH1', 'G', 'ER0', 'AH0', 'S']",e
10618,rimmed,"['R', 'IH1', 'M', 'D']",d
10619,ring,"['R', 'IH1', 'NG']",g
10620,ringleaders,"['R', 'IH1', 'NG', 'L', 'IY2', 'D', 'ER0', 'Z']",e
10621,rings,"['R', 'IH1', 'NG', 'Z']",e
10622,rinse,"['R', 'IH1', 'N', 'S']",e
10623,rinsing,"['R', 'IH1', 'N', 'S', 'IH0', 'NG']",a
10624,riot,"['R', 'AY1', 'AH0', 'T']",d
10625,rioters,"['R', 'AY1', 'AH0', 'T', 'ER0', 'Z']",e
10626,rioting,"['R', 'AY1', 'AH0', 'T', 'IH0', 'NG']",a
10627,riotous,"['R', 'AY1', 'AH0', 'T', 'AH0', 'S']",e
10628,riots,"['R', 'AY1', 'AH0', 'T', 'S']",e
10629,ripping,"['R', 'IH1', 'P', 'IH0', 'NG']",a
10630,rise,"['R', 'AY1', 'Z']",b
10631,risen,"['R', 'IH1', 'Z', 'AH0', 'N']",d
10632,rises,"['R', 'AY1', 'Z', 'IH0', 'Z']",e
10633,rising,"['R', 'AY1', 'Z', 'IH0', 'NG']",a
10634,risings,"['R', 'AY1', 'Z', 'IH0', 'NG', 'Z']",e
10635,risk,"['R', 'IH1', 'S', 'K']",d
10636,risks,"['R', 'IH1', 'S', 'K', 'S']",e
10637,rival,"['R', 'AY1', 'V', 'AH0', 'L']",a
10638,rivaled,"['R', 'AY1', 'V', 'AH0', 'L', 'D']",d
10639,rivaling,"['R', 'AY1', 'V', 'AH0', 'L', 'IH0', 'NG']",a
10640,river,"['R', 'IH1', 'V', 'ER0']",a
10641,rivers,"['R', 'IH1', 'V', 'ER0', 'Z']",e
10642,road,"['R', 'OW1', 'D']",b
10643,roads,"['R', 'OW1', 'D', 'Z']",e
10644,roam,"['R', 'OW1', 'M']",b
10645,roar,"['R', 'AO1', 'R']",g
10646,roared,"['R', 'AO1', 'R', 'D']",d
10647,roaring,"['R', 'AO1', 'R', 'IH0', 'NG']",a
10648,roast,"['R', 'OW1', 'S', 'T']",d
10649,roasted,"['R', 'OW1', 'S', 'T', 'IH0', 'D']",d
10650,rob,"['R', 'AA1', 'B']",b
10651,robarts,"['R', 'AA1', 'B', 'AA2', 'R', 'T', 'S']",e
10652,robbed,"['R', 'AA1', 'B', 'D']",d
10653,robberies,"['R', 'AA1', 'B', 'ER0', 'IY0', 'Z']",e
10654,robbers,"['R', 'AA1', 'B', 'ER0', 'Z']",e
10655,robbery,"['R', 'AA1', 'B', 'ER0', 'IY0']",a
10656,robert,"['R', 'AA1', 'B', 'ER0', 'T']",d
10657,robert's,"['R', 'AA1', 'B', 'ER0', 'T', 'S']",e
10658,roberts,"['R', 'AA1', 'B', 'ER0', 'T', 'S']",e
10659,robson,"['R', 'AA1', 'B', 'S', 'AH0', 'N']",d
10660,robson's,"['R', 'AA1', 'B', 'S', 'AH0', 'N', 'Z']",e
10661,rocha,"['R', 'OW1', 'K', 'AH0']",a
10662,rochester,"['R', 'AA1', 'CH', 'EH2', 'S', 'T', 'ER0']",a
10663,rochester's,"['R', 'AA1', 'CH', 'EH2', 'S', 'T', 'ER0', 'Z']",e
10664,rocking,"['R', 'AA1', 'K', 'IH0', 'NG']",a
10665,rocks,"['R', 'AA1', 'K', 'S']",e
10666,rod,"['R', 'AA1', 'D']",b
10667,rode,"['R', 'OW1', 'D']",b
10668,rods,"['R', 'AA1', 'D', 'Z']",e
10669,roe,"['R', 'OW1']",g
10670,roehampton,"['R', 'OW1', 'HH', 'AE1', 'M', 'P', 'T', 'AH0', 'N']",d
10671,rogers,"['R', 'AA1', 'JH', 'ER0', 'Z']",e
10672,rogue,"['R', 'OW1', 'G']",b
10673,rogues,"['R', 'OW1', 'G', 'Z']",e
10674,roistering,"['R', 'OY1', 'S', 'T', 'ER0', 'IH0', 'NG']",a
10675,role,"['R', 'OW1', 'L']",g
10676,roles,"['R', 'OW1', 'L', 'Z']",e
10677,roll,"['R', 'OW1', 'L']",g
10678,rolled,"['R', 'OW1', 'L', 'D']",d
10679,rolling,"['R', 'OW1', 'L', 'IH0', 'NG']",a
10680,rolls,"['R', 'OW1', 'L', 'Z']",e
10681,rolt,"['R', 'OW1', 'L', 'T']",d
10682,roman,"['R', 'OW1', 'M', 'AH0', 'N']",d
10683,romanes,"['R', 'OW0', 'M', 'EY1', 'N', 'Z']",e
10684,rome,"['R', 'OW1', 'M']",b
10685,romeo's,"['R', 'OW1', 'M', 'IY0', 'OW2', 'Z']",e
10686,romilly,"['R', 'AA1', 'M', 'IH0', 'L', 'IY0']",a
10687,ronald,"['R', 'AA1', 'N', 'AH0', 'L', 'D']",d
10688,roof,"['R', 'UW1', 'F']",b
10689,roofed,"['R', 'UW1', 'F', 'T']",d
10690,roofs,"['R', 'UW1', 'F', 'S']",e
10691,rooftops,"['R', 'UW1', 'F', 'T', 'AA2', 'P', 'S']",e
10692,room,"['R', 'UW1', 'M']",b
10693,roominghouse,"['R', 'UW1', 'M', 'IH0', 'NG', 'HH', 'AW2', 'S']",e
10694,rooms,"['R', 'UW1', 'M', 'Z']",e
10695,roosevelt,"['R', 'OW1', 'Z', 'AH0', 'V', 'EH2', 'L', 'T']",d
10696,roosevelt's,"['R', 'OW1', 'Z', 'AH0', 'V', 'EH2', 'L', 'T', 'S']",e
10697,root,"['R', 'UW1', 'T']",b
10698,rooted,"['R', 'UW1', 'T', 'IH0', 'D']",d
10699,roots,"['R', 'UW1', 'T', 'S']",e
10700,rope,"['R', 'OW1', 'P']",b
10701,rope's,"['R', 'OW1', 'P', 'S']",e
10702,ropes,"['R', 'OW1', 'P', 'S']",e
10703,rose,"['R', 'OW1', 'Z']",b
10704,rosemary,"['R', 'OW1', 'Z', 'M', 'EH2', 'R', 'IY0']",a
10705,rosy,"['R', 'OW1', 'Z', 'IY0']",a
10706,rotating,"['R', 'OW1', 'T', 'EY2', 'T', 'IH0', 'NG']",a
10707,rothschilds,"['R', 'AO1', 'TH', 'CH', 'AY2', 'L', 'D', 'Z']",e
10708,rotifers,"['R', 'OW1', 'T', 'AH0', 'F', 'ER0', 'Z']",e
10709,rotten,"['R', 'AA1', 'T', 'AH0', 'N']",d
10710,rough,"['R', 'AH1', 'F']",b
10711,roughened,"['R', 'AH1', 'F', 'AH0', 'N', 'D']",d
10712,roughly,"['R', 'AH1', 'F', 'L', 'IY0']",a
10713,rouleaux,"['R', 'UW0', 'L', 'OW1']",a
10714,round,"['R', 'AW1', 'N', 'D']",d
10715,rounded,"['R', 'AW1', 'N', 'D', 'IH0', 'D']",d
10716,rounder,"['R', 'AW1', 'N', 'D', 'ER0']",a
10717,rounding,"['R', 'AW1', 'N', 'D', 'IH0', 'NG']",a
10718,rounds,"['R', 'AW1', 'N', 'Z']",e
10719,rounds,"['R', 'AW1', 'N', 'D', 'Z']",e
10720,rouse,"['R', 'AW1', 'S']",b
10721,roused,"['R', 'AW1', 'Z', 'D']",d
10722,route,"['R', 'AW1', 'T']",b
10723,route,"['R', 'UW1', 'T']",b
10724,routes,"['R', 'AW1', 'T', 'S']",e
10725,routine,"['R', 'UW0', 'T', 'IY1', 'N']",d
10726,roux,"['R', 'UW1']",g
10727,row,"['R', 'OW1']",g
10728,rowed,"['R', 'OW1', 'D']",b
10729,rowley,"['R', 'OW1', 'L', 'IY0']",a
10730,rows,"['R', 'OW1', 'Z']",b
10731,roy,"['R', 'OY1']",g
10732,royal,"['R', 'OY1', 'AH0', 'L']",a
10733,royally,"['R', 'OY1', 'AH0', 'L', 'IY0']",a
10734,rub,"['R', 'AH1', 'B']",b
10735,rubbing,"['R', 'AH1', 'B', 'IH0', 'NG']",a
10736,rubbish,"['R', 'AH1', 'B', 'IH0', 'SH']",d
10737,rubicon,"['R', 'UW1', 'B', 'IH0', 'K', 'AO0', 'N']",d
10738,rubles,"['R', 'UW1', 'B', 'AH0', 'L', 'Z']",e
10739,ruddy,"['R', 'AH1', 'D', 'IY0']",a
10740,rude,"['R', 'UW1', 'D']",b
10741,rudely,"['R', 'UW1', 'D', 'L', 'IY0']",a
10742,rudiment,"['R', 'UW1', 'D', 'IH0', 'M', 'AH0', 'N', 'T']",d
10743,rudimentary,"['R', 'UW2', 'D', 'AH0', 'M', 'EH1', 'N', 'T', 'ER0', 'IY0']",a
10744,rudiments,"['R', 'UW1', 'D', 'IH0', 'M', 'AH0', 'N', 'T', 'S']",e
10745,rue,"['R', 'UW1']",g
10746,ruffian,"['R', 'UW0', 'F', 'IY1', 'AH0', 'N']",d
10747,ruffians,"['R', 'UW0', 'F', 'IY1', 'AH0', 'N', 'Z']",e
10748,ruffles,"['R', 'AH1', 'F', 'AH0', 'L', 'Z']",e
10749,rug,"['R', 'AH1', 'G']",b
10750,rugeley,"['R', 'AH1', 'G', 'AH0', 'L', 'IY0']",a
10751,rugs,"['R', 'AH1', 'G', 'Z']",e
10752,ruin,"['R', 'UW1', 'AH0', 'N']",d
10753,ruin,"['R', 'UW1', 'IH0', 'N']",d
10754,ruined,"['R', 'UW1', 'IH0', 'N', 'D']",d
10755,ruined,"['R', 'UW1', 'AH0', 'N', 'D']",d
10756,ruinous,"['R', 'UW1', 'AH0', 'N', 'AH0', 'S']",e
10757,ruins,"['R', 'UW1', 'AH0', 'N', 'Z']",e
10758,ruins,"['R', 'UW1', 'IH0', 'N', 'Z']",e
10759,rule,"['R', 'UW1', 'L']",g
10760,ruled,"['R', 'UW1', 'L', 'D']",d
10761,ruler,"['R', 'UW1', 'L', 'ER0']",a
10762,rulers,"['R', 'UW1', 'L', 'ER0', 'Z']",e
10763,rules,"['R', 'UW1', 'L', 'Z']",e
10764,rumor,"['R', 'UW1', 'M', 'ER0']",a
10765,rumors,"['R', 'UW1', 'M', 'ER0', 'Z']",e
10766,rumour,"['R', 'UW2', 'M', 'ER0']",a
10767,run,"['R', 'AH1', 'N']",b
10768,runner,"['R', 'AH1', 'N', 'ER0']",a
10769,runners,"['R', 'AH1', 'N', 'ER0', 'Z']",e
10770,running,"['R', 'AH1', 'N', 'IH0', 'NG']",a
10771,runs,"['R', 'AH1', 'N', 'Z']",e
10772,rupture,"['R', 'AH1', 'P', 'CH', 'ER0']",a
10773,rural,"['R', 'UH1', 'R', 'AH0', 'L']",a
10774,rush,"['R', 'AH1', 'SH']",b
10775,rushed,"['R', 'AH1', 'SH', 'T']",d
10776,rushing,"['R', 'AH1', 'SH', 'IH0', 'NG']",a
10777,russell,"['R', 'AH1', 'S', 'AH0', 'L']",a
10778,russell's,"['R', 'AH1', 'S', 'AH0', 'L', 'Z']",e
10779,russia,"['R', 'AH1', 'SH', 'AH0']",a
10780,russia's,"['R', 'AH1', 'SH', 'AH0', 'Z']",e
10781,russian,"['R', 'AH1', 'SH', 'AH0', 'N']",d
10782,russians,"['R', 'AH1', 'SH', 'AH0', 'N', 'Z']",e
10783,rusticated,"['R', 'AH1', 'S', 'T', 'AH0', 'K', 'EY2', 'T', 'IH0', 'D']",d
10784,rustling,"['R', 'AH1', 'S', 'L', 'IH0', 'NG']",a
10785,ruth,"['R', 'UW1', 'TH']",b
10786,ruthless,"['R', 'UW1', 'TH', 'L', 'AH0', 'S']",e
10787,ryder,"['R', 'AY1', 'D', 'ER0']",a
10788,ryder's,"['R', 'AY1', 'D', 'ER0', 'Z']",e
10789,s,"['EH1', 'S']",j
10790,sabotage,"['S', 'AE1', 'B', 'AH0', 'T', 'AA2', 'ZH']",a
10791,sac,"['S', 'AE1', 'K']",b
10792,saccharine,"['S', 'AE1', 'K', 'ER0', 'AY2', 'N']",d
10793,sack,"['S', 'AE1', 'K']",b
10794,sacking,"['S', 'AE1', 'K', 'IH0', 'NG']",a
10795,sacred,"['S', 'EY1', 'K', 'R', 'IH0', 'D']",d
10796,sacrifice,"['S', 'AE1', 'K', 'R', 'AH0', 'F', 'AY2', 'S']",e
10797,sacrifices,"['S', 'AE1', 'K', 'R', 'AH0', 'F', 'AY2', 'S', 'IH0', 'Z']",e
10798,sacrificing,"['S', 'AE1', 'K', 'R', 'AH0', 'F', 'AY2', 'S', 'IH0', 'NG']",a
10799,sacrilege,"['S', 'AE1', 'K', 'R', 'AH0', 'L', 'AH0', 'JH']",d
10800,sadly,"['S', 'AE1', 'D', 'L', 'IY0']",a
10801,safe,"['S', 'EY1', 'F']",b
10802,safeguard,"['S', 'EY1', 'F', 'G', 'AA2', 'R', 'D']",d
10803,safeguarding,"['S', 'EY1', 'F', 'G', 'AA2', 'R', 'D', 'IH0', 'NG']",a
10804,safeguards,"['S', 'EY1', 'F', 'G', 'AA2', 'R', 'D', 'Z']",e
10805,safely,"['S', 'EY1', 'F', 'L', 'IY0']",a
10806,safer,"['S', 'EY1', 'F', 'ER0']",a
10807,safes,"['S', 'EY1', 'F', 'S']",e
10808,safety,"['S', 'EY1', 'F', 'T', 'IY0']",a
10809,sagacity,"['S', 'AH0', 'G', 'AE1', 'S', 'AH0', 'T', 'IY0']",a
10810,said,"['S', 'EH1', 'D']",b
10811,sailing,"['S', 'EY1', 'L', 'IH0', 'NG']",a
10812,sailor,"['S', 'EY1', 'L', 'ER0']",a
10813,sailors,"['S', 'EY1', 'L', 'ER0', 'Z']",e
10814,saint,"['S', 'EY1', 'N', 'T']",d
10815,sake,"['S', 'EY1', 'K']",b
10816,salaries,"['S', 'AE1', 'L', 'ER0', 'IY0', 'Z']",e
10817,salary,"['S', 'AE1', 'L', 'ER0', 'IY0']",a
10818,sale,"['S', 'EY1', 'L']",g
10819,sales,"['S', 'EY1', 'L', 'Z']",e
10820,saleslady,"['S', 'EY1', 'L', 'Z', 'L', 'AH0', 'D', 'IY0']",a
10821,salesman,"['S', 'EY1', 'L', 'Z', 'M', 'AH0', 'N']",d
10822,salesmen,"['S', 'EY1', 'L', 'Z', 'M', 'IH0', 'N']",d
10823,salient,"['S', 'EY1', 'L', 'IY0', 'AH0', 'N', 'T']",d
10824,sallied,"['S', 'AE1', 'L', 'IY0', 'D']",d
10825,salt,"['S', 'AO1', 'L', 'T']",d
10826,salts,"['S', 'AO1', 'L', 'T', 'S']",e
10827,salubrious,"['S', 'AH0', 'L', 'UW2', 'B', 'R', 'IY0', 'AH0', 'S']",e
10828,salutary,"['S', 'AE1', 'L', 'Y', 'AH0', 'T', 'EH2', 'R', 'IY0']",a
10829,salute,"['S', 'AH0', 'L', 'UW1', 'T']",d
10830,sam,"['S', 'AE1', 'M']",b
10831,samas,"['S', 'AA1', 'M', 'AH0', 'Z']",e
10832,same,"['S', 'EY1', 'M']",b
10833,sample,"['S', 'AE1', 'M', 'P', 'AH0', 'L']",a
10834,samples,"['S', 'AE1', 'M', 'P', 'AH0', 'L', 'Z']",e
10835,samuel,"['S', 'AE1', 'M', 'Y', 'UW0', 'L']",a
10836,san,"['S', 'AE1', 'N']",b
10837,sanction,"['S', 'AE1', 'NG', 'K', 'SH', 'AH0', 'N']",d
10838,sanctioned,"['S', 'AE1', 'NG', 'K', 'SH', 'AH0', 'N', 'D']",d
10839,sanctions,"['S', 'AE1', 'NG', 'K', 'SH', 'AH0', 'N', 'Z']",e
10840,sand,"['S', 'AE1', 'N', 'D']",d
10841,sandwiches,"['S', 'AE1', 'N', 'D', 'W', 'IH0', 'CH', 'IH0', 'Z']",e
10842,sandy,"['S', 'AE1', 'N', 'D', 'IY0']",a
10843,sane,"['S', 'EY1', 'N']",b
10844,sanity,"['S', 'AE1', 'N', 'AH0', 'T', 'IY0']",a
10845,sank,"['S', 'AE1', 'NG', 'K']",d
10846,santa,"['S', 'AE1', 'N', 'T', 'AH0']",a
10847,sap,"['S', 'AE1', 'P']",b
10848,sarah,"['S', 'EH1', 'R', 'AH0']",a
10849,sarcasms,"['S', 'AA1', 'R', 'K', 'AE2', 'Z', 'AH0', 'M', 'Z']",e
10850,sardanapalus,"['S', 'AA1', 'R', 'D', 'AH0', 'N', 'AE2', 'P', 'AH0', 'L', 'AH0', 'S']",e
10851,sash,"['S', 'AE1', 'SH']",b
10852,sassanian,"['S', 'AA0', 'S', 'AA1', 'N', 'IY0', 'AH0', 'N']",d
10853,sat,"['S', 'AE1', 'T']",b
10854,satin,"['S', 'AE1', 'T', 'AH0', 'N']",d
10855,satisfaction,"['S', 'AE2', 'T', 'IH0', 'S', 'F', 'AE1', 'K', 'SH', 'AH0', 'N']",d
10856,satisfaction,"['S', 'AE2', 'T', 'AH0', 'S', 'F', 'AE1', 'K', 'SH', 'AH0', 'N']",d
10857,satisfactorily,"['S', 'AE2', 'T', 'IH0', 'S', 'F', 'AE1', 'K', 'T', 'R', 'AH0', 'L', 'IY0']",a
10858,satisfactory,"['S', 'AE2', 'T', 'IH0', 'S', 'F', 'AE1', 'K', 'T', 'ER0', 'IY0']",a
10859,satisfied,"['S', 'AE1', 'T', 'AH0', 'S', 'F', 'AY2', 'D']",d
10860,satisfied,"['S', 'AE1', 'T', 'IH0', 'S', 'F', 'AY2', 'D']",d
10861,satisfy,"['S', 'AE1', 'T', 'AH0', 'S', 'F', 'AY2']",a
10862,satisfying,"['S', 'AE1', 'T', 'IH0', 'S', 'F', 'AY2', 'IH0', 'NG']",a
10863,sattler,"['S', 'AE1', 'T', 'L', 'ER0']",a
10864,saturated,"['S', 'AE1', 'CH', 'ER0', 'EY2', 'T', 'IH0', 'D']",d
10865,saturday,"['S', 'AE1', 'T', 'ER0', 'D', 'IY0']",a
10866,saturday,"['S', 'AE1', 'T', 'IH2', 'D', 'EY2']",a
10867,saturnalia,"['S', 'AE1', 'T', 'ER0', 'N', 'EY1', 'L', 'Y', 'AH0']",a
10868,satyrs,"['S', 'AE1', 'T', 'ER0', 'Z']",e
10869,saucepan,"['S', 'AO1', 'S', 'P', 'AE2', 'N']",d
10870,savage,"['S', 'AE1', 'V', 'AH0', 'JH']",d
10871,savage,"['S', 'AE1', 'V', 'IH0', 'JH']",d
10872,savagely,"['S', 'AE1', 'V', 'IH0', 'JH', 'L', 'IY0']",a
10873,save,"['S', 'EY1', 'V']",b
10874,saved,"['S', 'EY1', 'V', 'D']",d
10875,saville,"['S', 'AA1', 'V', 'IH0', 'L']",a
10876,saving,"['S', 'EY1', 'V', 'IH0', 'NG']",a
10877,savings,"['S', 'EY1', 'V', 'IH0', 'NG', 'Z']",e
10878,saw,"['S', 'AO1']",g
10879,saws,"['S', 'AO1', 'Z']",b
10880,sawyer,"['S', 'OY1', 'ER0']",g
10881,sawyer,"['S', 'AO1', 'Y', 'ER0']",a
10882,sawyer's,"['S', 'AO1', 'Y', 'ER0', 'Z']",e
10883,say,"['S', 'EY1']",g
10884,sayest,"['S', 'EY1', 'IH0', 'S', 'T']",d
10885,saying,"['S', 'EY1', 'IH0', 'NG']",a
10886,says,"['S', 'EH1', 'Z']",b
10887,says,"['S', 'IH1', 'Z']",b
10888,scaffold,"['S', 'K', 'AE1', 'F', 'AH0', 'L', 'D']",d
10889,scale,"['S', 'K', 'EY1', 'L']",a
10890,scan,"['S', 'K', 'AE1', 'N']",d
10891,scandal,"['S', 'K', 'AE1', 'N', 'D', 'AH0', 'L']",a
10892,scandalized,"['S', 'K', 'AE1', 'N', 'D', 'AH0', 'L', 'AY2', 'Z', 'D']",d
10893,scanned,"['S', 'K', 'AE1', 'N', 'D']",d
10894,scanning,"['S', 'K', 'AE1', 'N', 'IH0', 'NG']",a
10895,scantily,"['S', 'K', 'AE1', 'N', 'T', 'AH0', 'L', 'IY0']",a
10896,scanty,"['S', 'K', 'AE1', 'N', 'T', 'IY0']",a
10897,scar,"['S', 'K', 'AA1', 'R']",a
10898,scarcely,"['S', 'K', 'EH1', 'R', 'S', 'L', 'IY0']",a
10899,scarcity,"['S', 'K', 'EH1', 'R', 'S', 'IH0', 'T', 'IY0']",a
10900,scared,"['S', 'K', 'EH1', 'R', 'D']",d
10901,scarlett,"['S', 'K', 'AA1', 'R', 'L', 'IH0', 'T']",d
10902,scattered,"['S', 'K', 'AE1', 'T', 'ER0', 'D']",d
10903,scattering,"['S', 'K', 'AE1', 'T', 'ER0', 'IH0', 'NG']",a
10904,scavenger,"['S', 'K', 'AE1', 'V', 'AH0', 'N', 'JH', 'ER0']",a
10905,scene,"['S', 'IY1', 'N']",b
10906,scenes,"['S', 'IY1', 'N', 'Z']",e
10907,schedule,"['S', 'K', 'EH1', 'JH', 'UW0', 'L']",a
10908,scheduled,"['S', 'K', 'EH1', 'JH', 'UW0', 'L', 'D']",d
10909,schedules,"['S', 'K', 'EH1', 'JH', 'UW0', 'L', 'Z']",e
10910,scheme,"['S', 'K', 'IY1', 'M']",d
10911,schemer,"['S', 'K', 'IY1', 'M', 'ER0']",a
10912,schemes,"['S', 'K', 'IY1', 'M', 'Z']",e
10913,scheming,"['S', 'K', 'IY1', 'M', 'IH0', 'NG']",a
10914,schleiden,"['SH', 'L', 'AY1', 'D', 'AH0', 'N']",d
10915,schoeffer,"['SH', 'OW1', 'F', 'ER0']",a
10916,school,"['S', 'K', 'UW1', 'L']",a
10917,schoolmaster,"['S', 'K', 'UW1', 'L', 'M', 'AE2', 'S', 'T', 'ER0']",a
10918,schoolmasters,"['S', 'K', 'UW1', 'L', 'M', 'AE2', 'S', 'T', 'ER0', 'Z']",e
10919,schools,"['S', 'K', 'UW1', 'L', 'Z']",e
10920,schwann,"['SH', 'W', 'AA1', 'N']",d
10921,science,"['S', 'AY1', 'AH0', 'N', 'S']",e
10922,scientific,"['S', 'AY2', 'AH0', 'N', 'T', 'IH1', 'F', 'IH0', 'K']",d
10923,scion,"['S', 'AY1', 'AH0', 'N']",d
10924,sclavonian,"['S', 'K', 'L', 'AA0', 'V', 'OW1', 'N', 'IY0', 'AH0', 'N']",d
10925,scoggins,"['S', 'K', 'AA1', 'G', 'IH0', 'N', 'Z']",e
10926,scope,"['S', 'K', 'OW1', 'P']",d
10927,scorbutic,"['S', 'K', 'AO2', 'R', 'B', 'Y', 'UW1', 'T', 'IH0', 'K']",d
10928,scorched,"['S', 'K', 'AO1', 'R', 'CH', 'T']",d
10929,scorching,"['S', 'K', 'AO1', 'R', 'CH', 'IH0', 'NG']",a
10930,score,"['S', 'K', 'AO1', 'R']",a
10931,scored,"['S', 'K', 'AO1', 'R', 'D']",d
10932,scores,"['S', 'K', 'AO1', 'R', 'Z']",e
10933,scorn,"['S', 'K', 'AO1', 'R', 'N']",d
10934,scornful,"['S', 'K', 'AO1', 'R', 'N', 'F', 'AH0', 'L']",a
10935,scotched,"['S', 'K', 'AA1', 'CH', 'T']",d
10936,scotia,"['S', 'K', 'OW1', 'SH', 'AH0']",a
10937,scotland,"['S', 'K', 'AA1', 'T', 'L', 'AH0', 'N', 'D']",d
10938,scott,"['S', 'K', 'AA1', 'T']",d
10939,scottish,"['S', 'K', 'AA1', 'T', 'IH0', 'SH']",d
10940,scoundrels,"['S', 'K', 'AW1', 'N', 'D', 'R', 'AH0', 'L', 'Z']",e
10941,scourge,"['S', 'K', 'ER1', 'JH']",d
10942,scourging,"['S', 'K', 'ER1', 'JH', 'IH0', 'NG']",a
10943,scouted,"['S', 'K', 'AW1', 'T', 'AH0', 'D']",d
10944,scrape,"['S', 'K', 'R', 'EY1', 'P']",d
10945,scraped,"['S', 'K', 'R', 'EY1', 'P', 'T']",d
10946,scratch,"['S', 'K', 'R', 'AE1', 'CH']",d
10947,scream,"['S', 'K', 'R', 'IY1', 'M']",d
10948,screamed,"['S', 'K', 'R', 'IY1', 'M', 'D']",d
10949,screaming,"['S', 'K', 'R', 'IY1', 'M', 'IH0', 'NG']",a
10950,screams,"['S', 'K', 'R', 'IY1', 'M', 'Z']",e
10951,screen,"['S', 'K', 'R', 'IY1', 'N']",d
10952,screened,"['S', 'K', 'R', 'IY1', 'N', 'D']",d
10953,scribe,"['S', 'K', 'R', 'AY1', 'B']",d
10954,scribes,"['S', 'K', 'R', 'AY1', 'B', 'Z']",e
10955,scroll,"['S', 'K', 'R', 'OW1', 'L']",a
10956,scruple,"['S', 'K', 'R', 'UW1', 'P', 'AH0', 'L']",a
10957,scruples,"['S', 'K', 'R', 'UW1', 'P', 'AH0', 'L', 'Z']",e
10958,scrupulously,"['S', 'K', 'R', 'UW1', 'P', 'Y', 'AH0', 'L', 'AH0', 'S', 'L', 'IY0']",a
10959,scrutiny,"['S', 'K', 'R', 'UW1', 'T', 'AH0', 'N', 'IY0']",a
10960,scuffle,"['S', 'K', 'AH1', 'F', 'AH0', 'L']",a
10961,sculptures,"['S', 'K', 'AH1', 'L', 'P', 'CH', 'ER0', 'Z']",e
10962,scurrilous,"['S', 'K', 'ER1', 'AH0', 'L', 'AH0', 'S']",e
10963,scuttled,"['S', 'K', 'AH1', 'T', 'AH0', 'L', 'D']",d
10964,se,"['S', 'EY1']",g
10965,sea,"['S', 'IY1']",g
10966,seagoing,"['S', 'IY1', 'G', 'OW2', 'IH0', 'NG']",a
10967,seal,"['S', 'IY1', 'L']",g
10968,sealed,"['S', 'IY1', 'L', 'D']",d
10969,seam,"['S', 'IY1', 'M']",b
10970,seaman,"['S', 'IY1', 'M', 'AH0', 'N']",d
10971,seaport,"['S', 'IY1', 'P', 'AO2', 'R', 'T']",d
10972,seaports,"['S', 'IY1', 'P', 'AO2', 'R', 'T', 'S']",e
10973,search,"['S', 'ER1', 'CH']",b
10974,searched,"['S', 'ER1', 'CH', 'T']",d
10975,searches,"['S', 'ER1', 'CH', 'IH0', 'Z']",e
10976,searching,"['S', 'ER1', 'CH', 'IH0', 'NG']",a
